city,state_id,lat,lng
Collegeville,PA,40.1873,-75.4581
Bangor,PA,40.8678,-75.2085
Bristol,WI,42.5377,-88.0151
Pana,IL,39.3829,-89.0642
Wildwood,NJ,38.9881,-74.8195
Lawnton,PA,40.2653,-76.7984
Ampere North,NJ,40.7758,-74.1918
Camilla,GA,31.2337,-84.2088
Eagleville,PA,40.1599,-75.4089
Granite Shoals,TX,30.5894,-98.3671
Midfield,AL,33.4553,-86.9224
Pearl Beach,MI,42.6295,-82.5834
Layhill,MD,39.0871,-77.0404
Old Fig Garden,CA,36.7989,-119.8052
Cherokee,IA,42.7499,-95.5529
Blauvelt,NY,41.0689,-73.9545
Morganville,NJ,40.3756,-74.2444
Buellton,CA,34.6152,-120.1943
East Freehold,NJ,40.2718,-74.2425
Linton,IN,39.0354,-87.1577
Battlement Mesa,CO,39.4506,-108.0063
Shanor-Northvue,PA,40.9104,-79.9157
Alexandria,IN,40.263,-85.6737
Helena Valley Northwest,MT,46.7289,-112.0631
West Hills,NY,40.8199,-73.4339
Lawrenceburg,IN,39.0986,-84.8713
Port Isabel,TX,26.054,-97.2505
Samsula-Spruce Creek,FL,29.0484,-81.0628
Penn Yan,NY,42.6609,-77.0535
Fort Meade,FL,27.7645,-81.8058
Santa Isabel,PR,17.9691,-66.4051
Oakwood,GA,34.2236,-83.8851
Comstock Northwest,MI,42.3219,-85.518
North Alamo,TX,26.216,-98.1264
West Hazleton,PA,40.9701,-76.0142
Pupukea,HI,21.6511,-158.0437
Brady,TX,31.1322,-99.37
Glenwood,IA,41.0446,-95.7406
Kingsford,MI,45.8061,-88.0995
The Pinehills,MA,41.8946,-70.5966
Semmes,AL,30.7899,-88.2389
Theodore,AL,30.5408,-88.1885
Chain Lake,WA,47.9028,-121.985
Medina,TN,35.8152,-88.7901
Madisonville,TN,35.5232,-84.363
Monee,IL,41.4181,-87.7502
Goddard,KS,37.6652,-97.5617
Silver Springs,NV,39.3826,-119.2148
Senoia,GA,33.3082,-84.5546
Fishhook,AK,61.7199,-149.2621
Tontitown,AR,36.1642,-94.2457
Davison,MI,43.0318,-83.5187
Rockmart,GA,34.0103,-85.044
Manchester,IA,42.4854,-91.4557
Hendron,KY,37.035,-88.6427
Abingdon,MD,39.4629,-76.2754
Mead,CO,40.2318,-104.9911
Ledgewood,NJ,40.8769,-74.6724
Zapata,TX,26.9026,-99.2612
Lake City,MN,44.4453,-92.2796
Alvarado,TX,32.4068,-97.2149
Birdsboro,PA,40.2619,-75.8099
Naguabo,PR,18.2117,-65.737
Pinckneyville,IL,38.0851,-89.3717
Elverta,CA,38.7185,-121.4455
Three Points,AZ,32.0596,-111.2866
Flagler Beach,FL,29.4716,-81.1303
Delhi Hills,OH,39.0871,-84.6177
Rigby,ID,43.6734,-111.9132
Sandy Oaks,TX,29.1821,-98.4081
Iowa Falls,IA,42.519,-93.2662
Albertson,NY,40.7715,-73.6482
Wind Lake,WI,42.8239,-88.1563
Morris,MN,45.5857,-95.9046
Dorneyville,PA,40.5762,-75.5194
Clarks Summit,PA,41.4902,-75.7065
Redwood Falls,MN,44.547,-95.1031
Twin Lakes,CA,36.9646,-121.9896
Ironwood,MI,46.4522,-90.1505
Ada,OH,40.7681,-83.8251
Turtle Creek,PA,40.4085,-79.8214
St. Augustine South,FL,29.8449,-81.3156
Daytona Beach Shores,FL,29.1696,-80.9796
St. Clairsville,OH,40.0791,-80.8997
Hampton,MD,39.4237,-76.5685
Concordia,KS,39.5669,-97.6467
Candlewick Lake,IL,42.3525,-88.8694
Saranac Lake,NY,44.3252,-74.1309
Winona Lake,IN,41.2166,-85.8105
Raynham Center,MA,41.9327,-71.0431
West York,PA,39.9534,-76.761
Savannah,MO,39.9391,-94.8279
Milan,IL,41.4415,-90.5593
Kahaluu,HI,21.4575,-157.8453
Frankenmuth,MI,43.3322,-83.7391
King City,OR,45.4012,-122.8069
Sea Cliff,NY,40.8441,-73.6442
Cherokee Village,AR,36.2959,-91.5696
Tichigan,WI,42.8087,-88.215
Big Bear Lake,CA,34.2429,-116.8951
Bluefield,VA,37.2351,-81.2751
Timber Pines,FL,28.469,-82.5999
Smithville,TN,35.9584,-85.8211
Todd Creek,CO,39.9797,-104.8734
Cheraw,SC,34.6956,-79.9084
Berlin,MD,38.331,-75.2148
Doney Park,AZ,35.2656,-111.519
Willow Park,TX,32.7548,-97.6498
Grandyle Village,NY,42.9867,-78.9524
Aledo,TX,32.6974,-97.6069
Vandergrift,PA,40.5994,-79.5746
Whitfield,FL,27.4116,-82.5659
Duryea,PA,41.3533,-75.7757
Terrell Hills,TX,29.4771,-98.4472
Genoa,IL,42.0926,-88.6964
Fussels Corner,FL,28.0574,-81.861
Kenneth City,FL,27.8156,-82.7162
Carmi,IL,38.0861,-88.1722
McSwain,CA,37.3145,-120.5868
Pacheco,CA,37.9878,-122.07
Beattystown,NJ,40.8222,-74.8502
Munroe Falls,OH,41.1386,-81.4344
Marksville,LA,31.1246,-92.0652
Cortez,FL,27.4668,-82.6688
West Sayville,NY,40.7295,-73.1051
Meridian,CO,39.5458,-104.8533
Long View,NC,35.7217,-81.3857
Manheim,PA,40.163,-76.3964
Headland,AL,31.3501,-85.3523
Sawmills,NC,35.8165,-81.4781
Lone Grove,OK,34.1809,-97.2559
East Kapolei,HI,21.3633,-158.041
Sulphur,OK,34.4979,-96.9898
Summit,AZ,32.0617,-110.9485
Swoyersville,PA,41.2977,-75.8799
Alva,OK,36.7895,-98.6649
Carlyss,LA,30.1761,-93.3704
Giddings,TX,30.1833,-96.9279
North Manchester,IN,41.0044,-85.7751
Breckenridge,CO,39.4995,-106.0432
Pensacola Station,FL,30.3541,-87.305
Lakeport,CA,39.0392,-122.9218
Ardsley,NY,41.0134,-73.8394
Social Circle,GA,33.6505,-83.7116
Sergeant Bluff,IA,42.3978,-96.3517
Coco,PR,18.0009,-66.2602
Jackson,CA,38.3485,-120.7728
Batesburg-Leesville,SC,33.9126,-81.5313
Wadesboro,NC,34.9645,-80.0746
Oakhurst,CA,37.3475,-119.6202
Forked River,NJ,39.8257,-74.1819
Sheridan,AR,34.2996,-92.4223
Hillandale,MD,39.0249,-76.9737
Ayden,NC,35.4693,-77.4167
Edgewater,CO,39.7508,-105.0627
South Barrington,IL,42.0881,-88.158
Bridgeport,PA,40.1042,-75.3437
El Cerro Mission,NM,34.7688,-106.6447
Terryville,CT,41.6784,-73.0064
Circle Pines,MN,45.1409,-93.1505
Las Piedras,PR,18.1787,-65.8711
Stafford Courthouse,VA,38.4184,-77.4202
Dodgeville,WI,42.966,-90.1297
Pleasant Garden,NC,35.9595,-79.76
Holtville,AL,32.6314,-86.3268
Middletown,MD,39.4415,-77.5347
Lake Wildwood,CA,39.2349,-121.2002
Goshen,CA,36.3493,-119.4206
Bisbee,AZ,31.4126,-109.9178
Aberdeen,MS,33.8287,-88.5539
Baxley,GA,31.7641,-82.3509
Willits,CA,39.4047,-123.3494
Cave Creek,AZ,33.8513,-111.9801
Ste. Genevieve,MO,37.9755,-90.0477
Chamberlayne,VA,37.628,-77.4288
Westmont,PA,40.3194,-78.9525
Sonora,CA,37.9819,-120.3828
LaBelle,FL,26.7219,-81.4506
New Freedom,PA,39.7353,-76.6967
Redland,AL,32.4754,-86.1375
Golden Triangle,NJ,39.9288,-75.0398
Shady Side,MD,38.8285,-76.5207
Edinboro,PA,41.8762,-80.1247
Moses Lake North,WA,47.1949,-119.3178
Oak Point,TX,33.1795,-96.9907
Hudson,TX,31.3287,-94.8014
Brielle,NJ,40.1048,-74.0637
Lexington,OH,40.68,-82.5793
Port Allen,LA,30.4456,-91.2098
Vinton,IA,42.1631,-92.026
Bigfork,MT,48.0852,-114.0551
Gibraltar,MI,42.096,-83.2029
Sparta,TN,35.9347,-85.4726
Springdale,MD,38.9363,-76.8442
Island Park,NY,40.6051,-73.6553
Kingfisher,OK,35.8444,-97.9386
Myrtletown,CA,40.7888,-124.1286
Pleasant View,TN,36.3893,-87.0455
Minot AFB,ND,48.4209,-101.3381
Louisburg,KS,38.6202,-94.677
Hoopeston,IL,40.4608,-87.6635
Lavon,TX,33.0252,-96.4381
Whispering Pines,NC,35.2537,-79.3754
Pendleton,IN,40.0066,-85.7711
Mayfair,CA,36.7694,-119.7612
Reedurban,OH,40.7979,-81.4358
Granite Falls,NC,35.797,-81.4237
Westvale,NY,43.0399,-76.2176
Franklin,NJ,41.1101,-74.5886
Demarest,NJ,40.955,-73.9568
Shenandoah,IA,40.7582,-95.372
Orangetree,FL,26.2929,-81.5786
Colville,WA,48.5454,-117.8985
Bret Harte,CA,37.6021,-121.0045
Quinnipiac University,CT,41.4174,-72.8992
Edwardsville,PA,41.2613,-75.9071
Mount Carmel,OH,39.0978,-84.2995
Forest Hills,TN,36.0652,-86.8403
Olympia Fields,IL,41.517,-87.6924
Beach Haven West,NJ,39.6703,-74.2338
Orange,VA,38.2485,-78.1129
Royersford,PA,40.1862,-75.5382
Union Grove,WI,42.6864,-88.0496
Rocky Mount,VA,37.0045,-79.8854
Progreso,TX,26.0962,-97.9566
Rio Communities,NM,34.6459,-106.7164
Hiram,GA,33.8777,-84.771
Adairsville,GA,34.3709,-84.9212
Saltillo,MS,34.379,-88.6938
Luverne,MN,43.6531,-96.2148
Medical Lake,WA,47.5712,-117.6893
Nashville,GA,31.2048,-83.2478
Michigan Center,MI,42.2268,-84.323
Hickory Creek,TX,33.1109,-97.0308
Daleville,AL,31.2915,-85.7117
Dellwood,MO,38.7564,-90.2766
Princeton,MN,45.5688,-93.5899
Wauchula,FL,27.5469,-81.8102
Becker,MN,45.3824,-93.8772
Harlan,IA,41.6495,-95.3268
Needles,CA,34.8164,-114.6189
Archer Lodge,NC,35.6907,-78.3749
Abbeville,SC,34.1787,-82.3774
Gilmer,TX,32.7318,-94.9461
Lindstrom,MN,45.387,-92.8477
Blythewood,SC,34.2121,-80.9921
Treasure Lake,PA,41.1677,-78.7187
Stafford Springs,CT,41.9595,-72.3105
Valparaiso,FL,30.4926,-86.5079
Carrizo Springs,TX,28.5267,-99.8589
Lake Wisconsin,WI,43.3739,-89.5858
McGuire AFB,NJ,40.0285,-74.5883
Fellsmere,FL,27.7241,-80.5974
Chittenango,NY,43.0462,-75.8748
Silverton,OH,39.1884,-84.401
Combee Settlement,FL,28.0597,-81.9051
Keyser,WV,39.4394,-78.9821
Mineola,TX,32.6462,-95.4774
Shelley,ID,43.3795,-112.1261
Omak,WA,48.4229,-119.5159
Sawgrass,FL,30.19,-81.3704
Utqiagvik,AK,71.2727,-156.7575
Wrightsboro,NC,34.2895,-77.9217
Desloge,MO,37.8751,-90.5191
New Castle,CO,39.5776,-107.5267
Odenville,AL,33.6978,-86.4228
Lares,PR,18.2964,-66.8836
Creedmoor,NC,36.1224,-78.6757
Green Tree,PA,40.417,-80.0544
Avondale,LA,29.9072,-90.1933
Gifford,FL,27.6756,-80.4252
Cochran,GA,32.3875,-83.3523
Spring Lake Heights,NJ,40.1521,-74.043
Flemington,NJ,40.5087,-74.8599
Glendive,MT,47.1101,-104.707
Carthage,MS,32.7431,-89.5337
Lee Acres,NM,36.7031,-108.0648
South Sarasota,FL,27.2857,-82.5332
Pinardville,NH,43.001,-71.5171
Elko New Market,MN,44.5665,-93.338
Skyline View,PA,40.3376,-76.7256
Manitou Springs,CO,38.8575,-104.9127
Westlake,LA,30.2606,-93.2638
Van Alstyne,TX,33.4216,-96.5838
Tiffin,IA,41.7064,-91.6583
Prairie Heights,WA,47.1529,-122.1048
Baldwin City,KS,38.7782,-95.188
Holbrook,AZ,34.9044,-110.1672
Penns Grove,NJ,39.7275,-75.4691
Ahoskie,NC,36.2842,-76.9902
Chatsworth,GA,34.7808,-84.7835
Spring House,PA,40.185,-75.2267
Los Chaves,NM,34.7334,-106.7611
South Bound Brook,NJ,40.5535,-74.5277
Luray,VA,38.665,-78.4546
Palos Park,IL,41.6679,-87.8891
Denton,MD,38.877,-75.8264
Ogallala,NE,41.1292,-101.7211
Crouch Mesa,NM,36.748,-108.0853
Barling,AR,35.3284,-94.2791
Vail,CO,39.6385,-106.3613
Winfield,AL,33.9334,-87.7961
Wahoo,NE,41.2166,-96.6172
Indian Wells,CA,33.7036,-116.3396
Butler Beach,FL,29.798,-81.2653
South Bay,FL,26.677,-80.7265
Floral City,FL,28.7065,-82.309
Wright City,MO,38.8341,-91.0399
Harrington Park,NJ,40.9899,-73.9804
King George,VA,38.2807,-77.1896
Springville,AL,33.7643,-86.4742
Winnsboro,LA,32.165,-91.721
Clinton,IN,39.6608,-87.4045
Crystal Springs,MS,31.9903,-90.354
Fountain Hill,PA,40.6029,-75.3961
Kanab,UT,37.0262,-112.5219
Buckhead,GA,31.8613,-81.2623
Worland,WY,44.0025,-107.9544
Ridge Wood Heights,FL,27.2874,-82.5137
Columbia,KY,37.1036,-85.3073
Hinton,OK,35.4895,-98.3575
Telford,PA,40.3259,-75.3274
Jeanerette,LA,29.9157,-91.6758
Hamilton,MT,46.2527,-114.1598
Crossett,AR,33.128,-91.9631
Coopersville,MI,43.0658,-85.9341
Robbins,IL,41.6431,-87.7081
Swartz,LA,32.5809,-91.9869
Landing,NJ,40.9078,-74.6593
Glen Head,NY,40.8449,-73.618
Mattituck,NY,41.0012,-72.5419
Mount Plymouth,FL,28.8024,-81.5351
Noyack,NY,40.9826,-72.335
West Elmira,NY,42.0879,-76.8472
Oak Park Heights,MN,45.0324,-92.8098
Flower Hill,NY,40.8075,-73.6755
Point Pleasant Beach,NJ,40.0928,-74.0459
Heeia,HI,21.4205,-157.8205
Sugarcreek,PA,41.438,-79.8183
Riva,MD,38.9448,-76.5876
Brookridge,FL,28.5483,-82.4897
Cheboygan,MI,45.641,-84.4687
Ottawa Hills,OH,41.6682,-83.6433
Mount Pleasant,TN,35.5483,-87.1872
Platte City,MO,39.3574,-94.7651
Littlestown,PA,39.7452,-77.0892
DeWitt,MI,42.8364,-84.575
Arnold,PA,40.5788,-79.7655
Bridgeville,PA,40.3578,-80.1061
Higginsville,MO,39.0652,-93.727
Humboldt,IA,42.7229,-94.2241
Dansville,NY,42.5625,-77.6968
Fairfield,IL,38.3798,-88.3723
Midway,NC,35.9751,-80.2204
St. Clair,MO,38.348,-90.9933
Whitehouse,OH,41.5215,-83.7958
Northwest Harbor,NY,41.0086,-72.2287
Windom,MN,43.8736,-95.1201
Northvale,NJ,41.0101,-73.9505
Herculaneum,MO,38.2579,-90.3948
Monticello,LA,30.4881,-91.0448
Adjuntas,PR,18.1638,-66.7235
Guerneville,CA,38.5137,-122.9894
Oak Hill,TN,36.0735,-86.7856
Lake Pocotopaug,CT,41.596,-72.51
Piedmont,AL,33.9269,-85.6149
Whiteville,NC,34.3306,-78.7014
Spry,PA,39.9125,-76.6864
Chisholm,MN,47.4877,-92.8786
Christiana,TN,35.7193,-86.4129
June Park,FL,28.072,-80.6876
St. James,MN,43.9833,-94.6249
Brisbane,CA,37.6902,-122.4021
Benton,KY,36.8479,-88.3602
Violet,LA,29.8962,-89.892
Cresaptown,MD,39.5944,-78.8356
Meadow Lake,NM,34.8024,-106.5701
Orangeburg,NY,41.0488,-73.9408
Edwardsville,KS,39.0765,-94.8166
Childersburg,AL,33.2962,-86.3456
Springhill,LA,33.0019,-93.4613
Avalon,PA,40.5011,-80.068
Osage Beach,MO,38.1353,-92.6478
Cortland,IL,41.9255,-88.6794
Whiteville,TN,35.318,-89.1498
Lower Grand Lagoon,FL,30.1444,-85.7526
Justin,TX,33.0882,-97.3041
Ashland,MO,38.7927,-92.2479
Rock Hill,MO,38.6091,-90.3673
Lonsdale,MN,44.4778,-93.4225
Poplar Grove,IL,42.3517,-88.8353
Montoursville,PA,41.2472,-76.9184
East Palestine,OH,40.8392,-80.5467
Massac,KY,37.0335,-88.6858
Crystal City,MO,38.2227,-90.3813
Meadows Place,TX,29.6513,-95.5874
Jackson,AL,31.5318,-87.8915
Millis-Clicquot,MA,42.1648,-71.3544
West Milton,OH,39.9585,-84.3261
Berwick,LA,29.7013,-91.2377
Brewerton,NY,43.2345,-76.141
Santa Ynez,CA,34.6168,-120.0948
Richwood,TX,29.0723,-95.4046
Watertown,MN,44.9604,-93.8431
Mather,CA,38.5488,-121.2831
Grafton,WV,39.3409,-80.0162
Haleiwa,HI,21.5965,-158.1003
Tuscola,IL,39.7968,-88.2749
Potosi,TX,32.3404,-99.6789
Deale,MD,38.791,-76.5469
River Ridge,FL,28.2669,-82.6257
Kenmar,PA,41.2547,-76.955
Lake of the Pines,CA,39.0357,-121.059
Jenkintown,PA,40.0962,-75.1296
Flora,IL,38.6688,-88.4758
Lake Worth,TX,32.813,-97.4306
Locust,NC,35.2688,-80.4369
Centreville,MD,39.042,-76.063
Searingtown,NY,40.7705,-73.6603
Lakewood,IL,42.2279,-88.3931
Kimberly,ID,42.5342,-114.3699
Creve Coeur,IL,40.6426,-89.5981
Hawthorne,NY,41.1035,-73.7968
Okauchee Lake,WI,43.1256,-88.4385
Falmouth,VA,38.3319,-77.4655
Wauna,WA,47.386,-122.6695
Charleston,MO,36.9179,-89.3343
South Hill,VA,36.7254,-78.1287
Lebanon,IL,38.6005,-89.8114
Valdese,NC,35.7566,-81.5634
Royal Pines,NC,35.4783,-82.5038
Le Claire,IA,41.5963,-90.3686
Midland,NC,35.245,-80.5212
Mansfield,LA,32.0355,-93.7004
Salem,MO,37.6399,-91.5345
Bealeton,VA,38.5822,-77.7781
East Troy,WI,42.7846,-88.3973
Bremen,IN,41.4484,-86.1505
Grantley,PA,39.9386,-76.7297
Lakeview,GA,34.9777,-85.2539
West Pittston,PA,41.3296,-75.8
Lemoyne,PA,40.2442,-76.8991
Morgan's Point Resort,TX,31.1519,-97.4587
North Westport,MA,41.654,-71.0927
Elk Ridge,UT,40.0099,-111.6775
Aurora,NE,40.8645,-98.0078
Winchester,IN,40.1719,-84.9764
Hurstbourne,KY,38.2379,-85.5891
Leisure Village East,NJ,40.0384,-74.1678
Kingsville,MD,39.4496,-76.4205
High Ridge,MO,38.4608,-90.5338
Kalaheo,HI,21.9159,-159.5236
Negaunee,MI,46.497,-87.5968
Palmetto,GA,33.531,-84.6678
Cornelia,GA,34.517,-83.5311
Reidland,KY,37.0085,-88.5261
Highlands,NJ,40.4036,-73.9898
Montebello,NY,41.1317,-74.1135
Carolina Shores,NC,33.9077,-78.574
Barnwell,SC,33.2419,-81.3659
East Merrimack,NH,42.8692,-71.4819
Carmel Valley Village,CA,36.4824,-121.7198
South Tucson,AZ,32.1955,-110.9692
Blanchester,OH,39.2934,-83.9795
Rockford,MN,45.092,-93.7453
Mount Ephraim,NJ,39.8805,-75.0918
Argyle,TX,33.1102,-97.1867
Ocean Bluff-Brant Rock,MA,42.1006,-70.6626
Vandercook Lake,MI,42.1917,-84.3855
Post,TX,33.191,-101.3814
Rogersville,TN,36.4081,-83.0043
Hanamaulu,HI,21.9953,-159.3494
Elberton,GA,34.1063,-82.8705
New Boston,TX,33.4612,-94.4183
Prospect,KY,38.3471,-85.6103
Boiling Springs,NC,35.2522,-81.6636
Dilworth,MN,46.8795,-96.6985
Estacada,OR,45.2986,-122.3337
Neptune City,NJ,40.2005,-74.0333
Blue Point,NY,40.7519,-73.0353
Ellisville,MS,31.5969,-89.2091
Erwin,NC,35.3226,-78.6733
Montgomery,GA,31.9438,-81.1081
Horseshoe Bay,TX,30.5403,-98.3804
Jackson,LA,30.8346,-91.208
Wapato,WA,46.4437,-120.4215
Fox River Grove,IL,42.1955,-88.2147
Flourtown,PA,40.1039,-75.2069
Berryville,VA,39.1504,-77.9825
Little Falls,NY,43.0452,-74.8566
Florence,MS,32.1557,-90.1225
Lexington,MO,39.1798,-93.8694
Galeville,NY,43.0868,-76.1871
Running Springs,CA,34.2104,-117.1147
East Petersburg,PA,40.1006,-76.3511
Blackwood,NJ,39.7982,-75.0629
Leonardtown,MD,38.3039,-76.6395
Oconto,WI,44.8923,-87.8715
Hollister,MO,36.6057,-93.2339
Miami Heights,OH,39.1676,-84.7152
Verona,VA,38.1937,-79.0082
Westwood,KY,38.4806,-82.6798
Ashville,OH,39.7238,-82.9575
Glendale,CO,39.7036,-104.9352
Cornwall,PA,40.2659,-76.4077
Coarsegold,CA,37.2401,-119.7021
Staunton,IL,39.0116,-89.791
Buhl,ID,42.5984,-114.7596
South Brooksville,FL,28.5243,-82.4159
Waynesboro,MS,31.6774,-88.6353
Floyds Knobs,IN,38.3245,-85.8736
Whiting,IN,41.6731,-87.4842
Madison,GA,33.5793,-83.4758
American Falls,ID,42.7828,-112.8541
Lolo,MT,46.7756,-114.1018
Randleman,NC,35.8165,-79.8066
Grayson,GA,33.8904,-83.9576
Centralia,MO,39.2105,-92.1342
Westport,NC,35.5103,-80.9783
Raeford,NC,34.9809,-79.2291
Lake Darby,OH,39.9604,-83.2242
Lindale,GA,34.1884,-85.1808
Sauk Centre,MN,45.736,-94.9523
Squaw Valley,CA,36.6997,-119.1995
Granite Falls,WA,48.0874,-121.9706
Taylor Creek,FL,27.2173,-80.7925
Stone Park,IL,41.9033,-87.8805
Lillington,NC,35.4001,-78.8138
Sunnyside,CA,36.7294,-119.6945
Stock Island,FL,24.5658,-81.7351
Piney,AR,34.5024,-93.142
Newton Falls,OH,41.1889,-80.9711
A�asco,PR,18.2861,-67.1409
Greenacres,CA,35.3831,-119.1184
Gang Mills,NY,42.1534,-77.123
Panther Valley,NJ,40.9078,-74.8412
Evansdale,IA,42.4635,-92.2766
Donora,PA,40.1789,-79.8625
Beecher,IL,41.35,-87.6172
Weaverville,NC,35.6963,-82.5585
Farley,KY,37.0405,-88.5734
Smith Mills,MA,41.6432,-70.9922
Pittsboro,NC,35.7255,-79.1713
North Kansas City,MO,39.1396,-94.5641
Columbiana,AL,33.193,-86.6114
Lake Tansi,TN,35.8701,-85.0614
Silverthorne,CO,39.6562,-106.0869
Canastota,NY,43.0836,-75.7559
Lexington,WA,46.1899,-122.9125
Clintonville,WI,44.6222,-88.7513
Forsyth,GA,33.0352,-83.939
Wood Village,OR,45.5358,-122.4205
Diboll,TX,31.1873,-94.7833
Camanche,IA,41.7923,-90.277
Mount Orab,OH,39.0293,-83.9267
Seat Pleasant,MD,38.8952,-76.9016
Folkston,GA,30.8392,-82.0073
Dardanelle,AR,35.2263,-93.1649
Garwood,NJ,40.6513,-74.3231
Butler,MO,38.2598,-94.3394
Warm Mineral Springs,FL,27.0472,-82.2702
Sellersville,PA,40.36,-75.3083
Coopertown,TN,36.4142,-86.9658
Hummelstown,PA,40.2657,-76.7126
Auburn,IL,39.5763,-89.744
Beaufort,NC,34.73,-76.6493
West Reading,PA,40.3337,-75.947
Jim Thorpe,PA,40.8712,-75.7433
Beavercreek,OR,45.2756,-122.5136
Nassau Village-Ratliff,FL,30.5108,-81.8089
Mount Vernon,IA,41.9232,-91.4243
Clarkdale,AZ,34.7501,-112.0555
Pascoag,RI,41.952,-71.7042
Simonton Lake,IN,41.7478,-85.9657
Hearne,TX,30.877,-96.5956
Perry,OK,36.2837,-97.3094
Lake Montezuma,AZ,34.6414,-111.796
Hancock,MI,47.1367,-88.5979
La Joya,TX,26.2518,-98.4699
Granite Hills,CA,32.8033,-116.9056
Cross Mountain,TX,29.6559,-98.658
Long Hill,CT,41.3536,-72.0517
California,MO,38.6303,-92.567
Grant-Valkaria,FL,27.9322,-80.5655
Nowthen,MN,45.3421,-93.4495
Paulden,AZ,34.8897,-112.4937
Lajas,PR,18.0431,-67.0574
Charlotte Harbor,FL,26.9629,-82.0571
Summerside,OH,39.1187,-84.2861
West Wendover,NV,40.7407,-114.0783
Edenton,NC,36.0579,-76.6008
Menands,NY,42.691,-73.7271
Mount Vernon,MO,37.105,-93.819
Coldwater,OH,40.4828,-84.6321
Jessup,PA,41.4622,-75.5478
Fremont,MI,43.4633,-85.9537
Pilot Point,TX,33.3949,-96.9497
Lincoln Village,CA,38.0054,-121.334
New Roads,LA,30.6959,-91.4537
Bayside,WI,43.1827,-87.9017
Dexter,MI,42.3319,-83.8803
Buena,NJ,39.5282,-74.9448
Barclay,NJ,39.9013,-75.0009
Big Pine Key,FL,24.6893,-81.3676
Mountain Lakes,NJ,40.8907,-74.4406
Holts Summit,MO,38.6472,-92.1142
Mountain Grove,MO,37.1341,-92.266
Fulton,MS,34.2616,-88.4021
Wolverine Lake,MI,42.555,-83.4883
Viroqua,WI,43.5603,-90.8858
Thiells,NY,41.2068,-74.0121
Crestline,OH,40.7836,-82.7458
Ranlo,NC,35.2889,-81.1294
Deer Park,WA,47.9642,-117.4398
Hartwell,GA,34.3496,-82.9289
Madisonville,TX,30.9538,-95.9091
University,MS,34.3655,-89.5379
Roseburg North,OR,43.2662,-123.3477
Narberth,PA,40.0077,-75.2634
Buffalo,WY,44.3427,-106.7139
Waimanalo Beach,HI,21.3288,-157.6974
Farmville,NC,35.5951,-77.5907
West Bay Shore,NY,40.6948,-73.2618
Shannon Hills,AR,34.6157,-92.4217
Honesdale,PA,41.5774,-75.2524
Mosinee,WI,44.7874,-89.6839
Gordon Heights,NY,40.8645,-72.9678
Crooked River Ranch,OR,44.4242,-121.2757
Greenville,KY,37.2121,-87.178
Castle Pines Village,CO,39.4418,-104.897
Clearlake Riviera,CA,38.9513,-122.7208
Wrightwood,CA,34.3495,-117.63
Tazewell,VA,37.1268,-81.5134
Chester,MD,38.9677,-76.2824
Mullica Hill,NJ,39.727,-75.2194
Breckenridge Hills,MO,38.7158,-90.3684
Haughton,LA,32.5277,-93.5041
China Grove,NC,35.572,-80.5791
Hokes Bluff,AL,33.9902,-85.8639
North Terre Haute,IN,39.537,-87.3653
Ottawa,OH,41.0202,-84.0354
Selmer,TN,35.1708,-88.5955
Paradise Hills,NM,35.1981,-106.7023
Brooktrails,CA,39.4429,-123.3963
Archbold,OH,41.5166,-84.3039
Glassport,PA,40.3261,-79.8861
Fredericktown,MO,37.5644,-90.2988
Rio Bravo,TX,27.3648,-99.482
Medina,TX,26.9289,-99.2614
Eldon,MO,38.3511,-92.5766
Mount Hermon,VA,36.6716,-79.4202
Newport,VT,44.9372,-72.209
Ridge Manor,FL,28.4988,-82.1832
Tulia,TX,34.5374,-101.7741
Cutler,CA,36.5247,-119.2889
Eagar,AZ,34.1056,-109.2961
Emerald Lake Hills,CA,37.4662,-122.2674
Burnt Mills,MD,39.034,-76.9983
Winona,MS,33.4899,-89.728
Bethel Manor,VA,37.0972,-76.4243
Oak Grove,TN,36.4222,-82.4293
Broadmoor,CA,37.6916,-122.4814
Baxter Village,SC,35.028,-80.9792
North Plymouth,MA,41.9727,-70.6889
Denver City,TX,32.968,-102.8318
Mystic,CT,41.3562,-71.9546
Marlow,OK,34.6296,-97.9578
La Grange,TX,29.9129,-96.8768
Argo,AL,33.6963,-86.5063
Jonesboro,GA,33.5211,-84.3548
Lincoln Park,CO,38.4255,-105.2132
Holiday City South,NJ,39.9533,-74.2367
Boulevard Park,WA,47.5137,-122.316
Heritage Village,CT,41.4855,-73.2349
Wayland,MI,42.6725,-85.6408
Palacios,TX,28.7171,-96.2334
Moxee,WA,46.564,-120.3966
Old Westbury,NY,40.7866,-73.5975
Canton,NC,35.5516,-82.8407
Atlantic Highlands,NJ,40.4112,-74.0295
Sullivan,IL,39.5951,-88.6084
Newport,NC,34.772,-76.8772
Silver Lake,NJ,40.7804,-74.1829
Beaver,PA,40.6936,-80.3074
Wahneta,FL,27.9574,-81.7287
Nikiski,AK,60.7152,-151.2317
San Carlos,AZ,33.35,-110.4654
Bloomfield Hills,MI,42.578,-83.2456
Larch Way,WA,47.8429,-122.2528
Perryville,MD,39.5737,-76.0668
Scottdale,PA,40.1034,-79.5898
Ligonier,IN,41.4625,-85.5948
Portola Valley,CA,37.3711,-122.2202
Thornwood,NY,41.1184,-73.7795
McLoud,OK,35.4081,-97.099
